NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A260520,60,NEW,LAKI LAKI,31,MENIKAH,3,Milik Orang Tua,SMA,Denpasar,Pegawai swasta,2,5777909,42%,60,100000000,MACET
A233093,24,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,DIPLOMA,Makassar,Pegawai swasta,11,17849000,43%,24,121500000,LANCAR
A218895,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,25,2990425,38%,36,20000000,LANCAR
A286811,28,TOP,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,17,8000000,44%,120,160000000,LANCAR
A222672,48,NEW,LAKI LAKI,30,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,5,3230149,32%,48,32000000,LANCAR
A228204,18,NEW,LAKI LAKI,32,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,12,3131950,30%,18,15000000,LANCAR
A224484,48,NEW,LAKI LAKI,31,MENIKAH,0,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,2,10376712,22%,48,80000000,LANCAR
A275841,14,TOP,LAKI LAKI,33,MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,1,2991308,36%,48,32000000,LANCAR
A296906,15,TOP,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SD,Balikpapan,Pegawai swasta,2,4822233,39%,36,53000000,LANCAR
A102282,18,NEW,LAKI LAKI,52,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,2,2194378,35%,18,6500000,LANCAR
A167804,96,NEW,LAKI LAKI,36,MENIKAH,3,Rumah Dinas,S1,Bandung,Pegawai swasta,7,23179366,19%,96,216000000,LANCAR
A186323,36,NEW,LAKI LAKI,31,MENIKAH,1,Rumah Dinas,SMA,Semarang,Pegawai swasta,7,5880943,31%,36,50000000,LANCAR
A42238,36,NEW,LAKI LAKI,51,MENIKAH,3,Rumah Dinas,S2/S3,Palembang,Pegawai swasta,7,28174000,15%,36,120000000,LANCAR
A90195,60,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,6,2875278,44%,60,45000000,LANCAR
A234122,12,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,S1,Makassar,Pegawai swasta,2,17775974,30%,12,57000000,LANCAR
A141674,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,3,8666667,22%,36,36000000,LANCAR
A28800,96,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,4,2926479,60%,96,90000000,LANCAR
A114398,24,NEW,LAKI LAKI,28,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,5,5138565,60%,24,25000000,LANCAR
A291251,11,TOP,PEREMPUAN,31,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,5,6338235,24%,60,47000000,LANCAR
A148858,48,NEW,LAKI LAKI,57,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,17,10800000,35%,48,130000000,LANCAR
A79673,96,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,9,5816270,50%,96,150000000,LANCAR
A145384,60,NEW,PEREMPUAN,36,CERAI,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,6,3600000,30%,60,32000000,LANCAR
A221043,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,9,4232750,36%,36,33500000,LANCAR
A159937,72,NEW,PEREMPUAN,36,MENIKAH,3,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,13,7230613,60%,72,163000000,LANCAR
A229617,36,NEW,LAKI LAKI,56,MENIKAH,4,Milik Sendiri,SMA,Makassar,Pegawai BUMN,10,8332773,42%,36,100000000,LANCAR
A214262,96,NEW,LAKI LAKI,41,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,8,3810163,46%,96,80000000,LANCAR
A263332,96,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,9,5647151,41%,96,125000000,LANCAR
A67461,60,NEW,LAKI LAKI,27,MENIKAH,0,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,5,3994000,39%,60,60000000,LANCAR
A318503,29,TOP,LAKI LAKI,44,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,13,4277297,22%,48,45000000,LANCAR
A161679,60,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai BUMN,4,3875000,19%,60,30000000,LANCAR
A55048,48,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,18,3314104,23%,48,10000000,LANCAR
A46668,24,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Sewa,SMP,Jakarta 3,Pegawai swasta,3,2500000,41%,24,12500000,LANCAR
A236521,60,NEW,LAKI LAKI,38,MENIKAH,1,Milik Orang Tua,DIPLOMA,Makassar,Pegawai swasta,2,4799245,11%,60,20000000,LANCAR
A277275,29,TOP,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,21,3575667,30%,48,52200000,LANCAR
A88954,36,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,6,35331100,10%,36,50000000,LANCAR
A183205,18,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,4,4468565,21%,18,15000000,LANCAR
A23495,120,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,S1,Medan,Pegawai BUMN,4,5899292,60%,120,169000000,LANCAR
A239853,120,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Denpasar,Pegawai BUMN,3,7212088,46%,120,200000000,LANCAR
A168980,48,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,3,5500000,23%,48,30000000,LANCAR
A50831,60,NEW,PEREMPUAN,38,MENIKAH,0,Milik Sendiri,S2/S3,Jakarta 3,Pegawai swasta,12,22091460,23%,60,200000000,LANCAR
A19993,48,NEW,LAKI LAKI,46,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,5,2935241,51%,48,39000000,LANCAR
A287763,22,TOP,LAKI LAKI,35,MENIKAH,0,Rumah Dinas,S1,Jakarta 3,Pegawai swasta,4,6494567,55%,120,209300000,LANCAR
A308048,12,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,2,4007241,45%,108,100000000,LANCAR
A304089,14,TOP,PEREMPUAN,37,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 5,PNS,9,10000000,17%,84,83500000,LANCAR
A316619,12,TOP,LAKI LAKI,40,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,13,3010372,60%,108,88000000,LANCAR
A116422,36,NEW,LAKI LAKI,46,MENIKAH,2,Sewa,S2/S3,Balikpapan,PNS,13,8236883,31%,36,70000000,LANCAR
A259785,96,NEW,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,11,6473737,60%,96,150000000,MACET
A294006,40,TOP,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,15,5529660,21%,60,68000000,LANCAR
A181367,24,NEW,PEREMPUAN,45,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,17,2895572,50%,24,20000000,LANCAR
A162712,60,NEW,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,2,9138623,28%,60,101000000,LANCAR
A241894,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,DIPLOMA,Denpasar,Pegawai swasta,2,3184684,30%,36,25000000,LANCAR
A303139,26,TOP,LAKI LAKI,34,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,3,5648272,27%,48,55000000,LANCAR
A225280,24,NEW,LAKI LAKI,31,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,6216887,8%,24,9000000,LANCAR
A122355,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,14,7894837,21%,36,45000000,LANCAR
A53663,48,NEW,PEREMPUAN,55,MENIKAH,1,Milik Orang Tua,S1,Jakarta 3,PNS,10,8218000,35%,48,100000000,LANCAR
A222832,36,NEW,LAKI LAKI,56,MENIKAH,0,Milik Sendiri,SMA,Surabaya,PNS,10,12325904,32%,36,110000000,LANCAR
A64968,24,NEW,PEREMPUAN,32,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,2,10914565,27%,24,60000000,LANCAR
A184238,48,NEW,LAKI LAKI,32,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,4665604,33%,48,41000000,LANCAR
A247815,120,NEW,LAKI LAKI,22,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jayapura,PNS,3,5266667,48%,120,150000000,LANCAR
A102614,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3646632,35%,36,30000000,LANCAR
A191254,36,NEW,PEREMPUAN,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Semarang,Pegawai swasta,1,2131474,51%,36,20000000,LANCAR
A295915,17,TOP,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,3,5942556,54%,60,119000000,LANCAR
A258402,36,NEW,LAKI LAKI,41,MENIKAH,3,Sewa,DIPLOMA,Bandung,Pegawai swasta,6,3694946,31%,36,20000000,MACET
A39707,48,NEW,LAKI LAKI,32,MENIKAH,1,Milik Sendiri,DIPLOMA,Palembang,Pegawai swasta,2,4823382,19%,48,30000000,LANCAR
A220685,96,NEW,PEREMPUAN,31,MENIKAH,0,Milik Sendiri,S1,Surabaya,Pegawai swasta,4,3236868,60%,96,80000000,LANCAR
A261213,48,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,2,3100000,40%,48,27500000,LANCAR
A196607,60,NEW,PEREMPUAN,45,MENIKAH,2,Milik Sendiri,SMA,Semarang,Pegawai swasta,21,2373354,54%,60,25000000,LANCAR
A126689,60,NEW,LAKI LAKI,50,MENIKAH,4,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,23,6807900,38%,60,60500000,LANCAR
A88698,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,3500000,31%,36,20000000,LANCAR
A6916,42,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,3,3716311,32%,42,32500000,LANCAR
A156664,24,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Sewa,S1,Jakarta 5,PNS,2,5850167,25%,24,30000000,LANCAR
A133073,24,NEW,LAKI LAKI,40,MENIKAH,1,Sewa,SMA,Jakarta 5,Pegawai swasta,3,3200000,24%,24,10000000,LANCAR
A244583,96,NEW,LAKI LAKI,44,MENIKAH,2,Rumah Dinas,S1,Jayapura,Pegawai swasta,7,20097688,24%,96,250000000,LANCAR
A226838,60,NEW,PEREMPUAN,42,MENIKAH,0,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,18,3466650,27%,60,31000000,LANCAR
A101278,96,NEW,LAKI LAKI,43,CERAI,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,13,3623665,43%,96,90000000,LANCAR
A69761,12,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,1,4320468,42%,12,13500000,LANCAR
A39800,18,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,S1,Palembang,Pegawai swasta,2,7300000,17%,18,20000000,LANCAR
A136441,24,NEW,LAKI LAKI,39,MENIKAH,3,Sewa,SMA,Jakarta 5,Pegawai swasta,2,3000000,42%,24,10000000,LANCAR
A35657,48,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,7,6339526,5%,48,10000000,LANCAR
A50713,18,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,4,2906084,22%,18,10000000,LANCAR
A157053,60,NEW,PEREMPUAN,38,MENIKAH,1,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,11,38822680,14%,60,94500000,LANCAR
A275872,12,TOP,LAKI LAKI,31,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,2,8116190,44%,120,212000000,LANCAR
A119901,24,NEW,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,6,4737677,59%,24,50000000,LANCAR
A172579,60,NEW,LAKI LAKI,26,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,5,4761425,47%,60,75000000,LANCAR
A6068,36,NEW,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,2,10131944,37%,36,91000000,LANCAR
A211106,60,NEW,LAKI LAKI,35,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,7,10839733,31%,60,95000000,LANCAR
A53416,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,3,4590875,28%,60,50000000,LANCAR
A37818,36,NEW,LAKI LAKI,53,MENIKAH,2,Rumah Dinas,S1,Palembang,Pegawai swasta,22,21264224,12%,36,70000000,LANCAR
A37220,120,NEW,PEREMPUAN,46,MENIKAH,0,Milik Sendiri,SMA,Palembang,Pegawai BUMN,21,7664852,46%,120,200000000,LANCAR
A108107,24,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,2,3580134,29%,24,20000000,LANCAR
A258942,24,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,S2/S3,Semarang,Pegawai swasta,3,2065000,30%,24,8000000,MACET
A326745,20,TOP,LAKI LAKI,39,MENIKAH,4,Sewa,SMA,Balikpapan,Pegawai swasta,4,6590336,29%,30,70000000,LANCAR
A107646,60,NEW,PEREMPUAN,33,MENIKAH,0,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,5,4237660,26%,60,38000000,LANCAR
A192754,48,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Semarang,Pegawai BUMN,2,3687162,40%,48,50000000,LANCAR
A190944,18,NEW,PEREMPUAN,29,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,1,4203268,31%,18,19000000,LANCAR
A69201,60,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,3,6160850,24%,60,60000000,LANCAR
A96523,48,NEW,PEREMPUAN,30,TIDAK MENIKAH,0,Milik Sendiri,S1,Jakarta 4,Pegawai BUMN,6,7659507,37%,48,100000000,LANCAR
A37077,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,4,3790623,50%,36,30000000,LANCAR
A34697,24,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai swasta,4,2746199,37%,24,16000000,LANCAR
A324029,18,TOP,PEREMPUAN,40,CERAI,0,Milik Sendiri,SMA,Jayapura,Pegawai swasta,1,4221131,30%,54,62000000,LANCAR
A148418,60,NEW,LAKI LAKI,47,MENIKAH,4,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,24,11753241,34%,60,160000000,LANCAR
A102061,24,NEW,LAKI LAKI,35,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,6735429,28%,24,30000000,LANCAR
A17811,60,NEW,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,5094738,24%,60,50000000,LANCAR
A171849,60,NEW,LAKI LAKI,52,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,7,5200000,39%,60,75000000,LANCAR
A164054,96,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,4,5598379,50%,96,115000000,LANCAR
A167400,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,12,3086400,36%,36,20000000,LANCAR
A120858,24,NEW,LAKI LAKI,44,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,7,8745508,35%,24,50000000,LANCAR
A251104,60,NEW,LAKI LAKI,46,CERAI,3,Rumah Dinas,SMA,Medan,Pegawai swasta,5,3349628,60%,60,50000000,MACET
A328174,21,TOP,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,18,12417115,49%,120,350000000,LANCAR
A194250,36,NEW,PEREMPUAN,50,MENIKAH,4,Milik Sendiri,SMA,Semarang,Pegawai swasta,13,2440884,44%,36,30000000,LANCAR
A210937,36,NEW,PEREMPUAN,54,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,23,4261803,60%,36,25000000,LANCAR
A178189,96,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,S1,Bandung,Pegawai swasta,3,3546000,41%,96,75000000,LANCAR
A228687,48,NEW,LAKI LAKI,31,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,8,8265700,18%,48,50000000,LANCAR
A31620,36,NEW,LAKI LAKI,52,CERAI,3,Rumah Dinas,SMA,Palembang,Pegawai swasta,25,3257337,34%,36,26000000,LANCAR
A152647,60,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,2,2680625,30%,60,20000000,LANCAR
A48912,24,NEW,LAKI LAKI,60,MENIKAH,0,Milik Sendiri,S2/S3,Jakarta 3,PNS,14,23167736,21%,24,100000000,LANCAR
A154537,36,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,13,3824800,23%,36,25000000,LANCAR
A164072,36,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai swasta,1,8500000,27%,36,39000000,LANCAR
A126667,60,NEW,LAKI LAKI,39,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,13,4218071,43%,60,65000000,LANCAR
A59465,78,NEW,LAKI LAKI,47,MENIKAH,3,Rumah Dinas,SMA,Jakarta 3,Pegawai swasta,10,4132699,27%,78,61000000,LANCAR
A145033,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,2,3500000,15%,36,15000000,LANCAR
A172884,48,NEW,PEREMPUAN,36,MENIKAH,0,Milik Sendiri,S1,Bandung,Pegawai swasta,2,3388000,27%,48,30000000,LANCAR
A212505,24,NEW,LAKI LAKI,37,MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,2,4916875,51%,24,25000000,LANCAR
A227082,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,S1,Surabaya,Pegawai BUMN,4,3785327,48%,60,51000000,LANCAR
A96506,24,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,4,5258820,18%,24,20000000,LANCAR
A192528,36,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,DIPLOMA,Semarang,Pegawai swasta,18,2087771,35%,36,15000000,LANCAR
A92829,60,NEW,PEREMPUAN,48,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,13,8046541,37%,60,120000000,LANCAR
A217548,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,1,5100327,25%,36,35000000,LANCAR
A93316,36,NEW,PEREMPUAN,39,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,9,8547626,26%,36,43000000,LANCAR
A28825,36,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,S1,Palembang,Pegawai BUMN,22,9267595,42%,36,110000000,LANCAR
A54576,120,NEW,LAKI LAKI,47,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,13,6485000,44%,120,160000000,LANCAR
A302156,23,TOP,PEREMPUAN,34,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,7,11690709,19%,72,110000000,LANCAR
A188735,48,NEW,PEREMPUAN,41,MENIKAH,3,Milik Sendiri,S1,Semarang,PNS,5,8107600,22%,48,60000000,LANCAR
A169274,60,NEW,LAKI LAKI,51,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,24,7830191,48%,60,150000000,LANCAR
A304589,23,TOP,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,6,3930156,38%,24,47000000,LANCAR
A250336,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,2759921,39%,60,24000000,MACET
A5519,60,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,3,5067447,27%,60,40500000,LANCAR
A106132,24,NEW,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,7,5904888,35%,24,34000000,LANCAR
A303211,25,TOP,LAKI LAKI,36,MENIKAH,0,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,14,3161600,24%,48,40100000,LANCAR
A286083,24,TOP,PEREMPUAN,33,MENIKAH,1,Milik Sendiri,S1,Jakarta 3,PNS,7,14081374,32%,96,246000000,LANCAR
A183265,96,NEW,LAKI LAKI,28,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,5,3953931,49%,96,100000000,LANCAR
A216125,96,NEW,PEREMPUAN,49,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,25,2698275,29%,96,40000000,LANCAR
A190355,48,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,S1,Semarang,Pegawai swasta,14,6550000,11%,48,25000000,LANCAR
A141995,36,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,22,3237000,35%,36,25500000,LANCAR
A123259,24,NEW,LAKI LAKI,34,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,10,2700000,53%,24,16000000,LANCAR
A39150,18,NEW,LAKI LAKI,58,MENIKAH,0,Rumah Dinas,S2/S3,Palembang,PNS,10,45000000,42%,18,300000000,LANCAR
A148890,36,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,3,3167667,34%,36,20000000,LANCAR
A216890,24,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Milik Sendiri,S1,Surabaya,Pegawai swasta,4,3417897,43%,24,28000000,LANCAR
A198545,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,8,4201450,26%,36,30000000,LANCAR
A267012,96,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,10,4466326,52%,96,114000000,LANCAR
A200765,36,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,2,8450000,22%,36,50000000,LANCAR
A200644,12,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Sewa,S1,Surabaya,Pegawai swasta,1,2819729,33%,12,9000000,LANCAR
A49205,24,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,15,7000000,11%,24,15000000,LANCAR
A94303,120,NEW,LAKI LAKI,43,MENIKAH,3,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,6,20000000,42%,120,500000000,LANCAR
A249769,60,NEW,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,2271230,18%,60,15000000,MACET
A232597,36,NEW,LAKI LAKI,43,MENIKAH,2,Sewa,DIPLOMA,Makassar,Pegawai swasta,14,11861408,8%,36,25000000,LANCAR
A210595,48,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,17,2976835,60%,48,40000000,LANCAR
A37057,48,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Palembang,Pegawai swasta,5,3538368,26%,48,10500000,LANCAR
A84362,36,NEW,PEREMPUAN,38,MENIKAH,4,Sewa,S1,Jakarta 4,Pegawai swasta,8,3229291,35%,36,30000000,LANCAR
A31246,48,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,2,3024772,59%,48,60000000,LANCAR
A96571,12,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,5,4000000,35%,12,9000000,LANCAR
A189576,48,NEW,LAKI LAKI,55,MENIKAH,3,Milik Sendiri,SMA,Semarang,Pegawai BUMN,25,6110570,38%,48,80000000,LANCAR
A143663,36,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,3,2535648,36%,36,25000000,LANCAR
A126644,36,NEW,LAKI LAKI,52,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,19,11400000,30%,36,62000000,LANCAR
A299282,16,TOP,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,2,7885416,26%,60,150000000,LANCAR
A210470,36,NEW,LAKI LAKI,43,MENIKAH,1,Rumah Dinas,DIPLOMA,Surabaya,Pegawai swasta,2,3945250,43%,36,30000000,LANCAR
A226337,60,NEW,LAKI LAKI,51,CERAI,2,Sewa,DIPLOMA,Surabaya,PNS,25,22768410,36%,60,350000000,LANCAR
A62257,24,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,6,5000000,15%,24,15000000,LANCAR
A187393,18,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Semarang,Pegawai swasta,4,8463907,19%,18,25000000,LANCAR
A157475,60,NEW,LAKI LAKI,30,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,8,4958300,31%,60,41000000,LANCAR
A130144,36,NEW,LAKI LAKI,41,MENIKAH,1,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,12,5000000,26%,36,41000000,LANCAR
